"success","trial_type","trial_index","time_elapsed","internal_node_id","protocol_sum","subject_identifier","subject_sum","subject_pair","STUDY_ID","PROLIFIC_PID","SESSION_ID","practice_instructions","leaderboard_instructions","bonus","reveal_word","self_rating","confidence","view_history","rt","responses","question_order","correct","test_part","word","final_keyboard_state","num_clicks","points","cheat","position_RT","position","player","i_game","true_position","distance","last_word","response","stimulus","confidence_slider_self_response"
"","instructions","29","463311","0.0-12.0-0.4","","140","255,90,26,224,18,175,165,212,200,137,197,10,212,39,170,245,69,211,26,79,172,4,255,193,196,208,61,64,59,164,37,10","70","669a702db1122fc5150a13ce","5fd7782dee03dc08d3f3f491","669b4692b5cd9126ab099f18","1","0","0","false","3","37","[{""page_index"":0,""viewing_time"":5652}]","5652","","","","","","","","","","","","","","","","","","",""
"","Hangman_replay","30","498237","0.0-12.0-1.4","","140","255,90,26,224,18,175,165,212,200,137,197,10,212,39,170,245,69,211,26,79,172,4,255,193,196,208,61,64,59,164,37,10","70","669a702db1122fc5150a13ce","5fd7782dee03dc08d3f3f491","669b4692b5cd9126ab099f18","1","0","0","false","3","37","","","","","","","KENTUCKY","A,C,K,Y,E,N,T,U","8","14","false","","","","","","","","","",""
"","instructions","31","501309","0.0-12.0-2.4","","140","255,90,26,224,18,175,165,212,200,137,197,10,212,39,170,245,69,211,26,79,172,4,255,193,196,208,61,64,59,164,37,10","70","669a702db1122fc5150a13ce","5fd7782dee03dc08d3f3f491","669b4692b5cd9126ab099f18","1","0","0","false","3","37","[{""page_index"":0,""viewing_time"":3070}]","3071","","","","","","","","","","","","","","","","","","",""
"","Guess_leaderboard","32","509676","0.0-12.0-3.4","","140","255,90,26,224,18,175,165,212,200,137,197,10,212,39,170,245,69,211,26,79,172,4,255,193,196,208,61,64,59,164,37,10","70","669a702db1122fc5150a13ce","5fd7782dee03dc08d3f3f491","669b4692b5cd9126ab099f18","1","0","0","false","3","37","","","","","","","KENTUCKY","","","","","7609","5","14","4","9","4","","","",""
"","survey-text","33","552219","0.0-13.0","","140","255,90,26,224,18,175,165,212,200,137,197,10,212,39,170,245,69,211,26,79,172,4,255,193,196,208,61,64,59,164,37,10","70","669a702db1122fc5150a13ce","5fd7782dee03dc08d3f3f491","669b4692b5cd9126ab099f18","1","0","0","false","3","37","","42541","{""Q0"":""Kentucky""}","","","","","","","","","","","","","","","kentucky","","",""
"","survey-multi-choice","34","569741","0.0-14.0","","140","255,90,26,224,18,175,165,212,200,137,197,10,212,39,170,245,69,211,26,79,172,4,255,193,196,208,61,64,59,164,37,10","70","669a702db1122fc5150a13ce","5fd7782dee03dc08d3f3f491","669b4692b5cd9126ab099f18","1","0","0","false","3","37","","17520","{""Q0"":""3. I would be <b>third</b> out of the six of us.""}","[0]","","self-rating","","","","","","","3","","","","","","","",""
"","html-slider-response","35","578577","0.0-15.0","","140","255,90,26,224,18,175,165,212,200,137,197,10,212,39,170,245,69,211,26,79,172,4,255,193,196,208,61,64,59,164,37,10","70","669a702db1122fc5150a13ce","5fd7782dee03dc08d3f3f491","669b4692b5cd9126ab099f18","1","0","0","false","3","37","","8832","","","","","","","","","","","","","","","","","37","<p>Overall, how confident were you in your answer to this last question?</p>","37"
"","survey-text","36","639496","0.0-16.0","","140","255,90,26,224,18,175,165,212,200,137,197,10,212,39,170,245,69,211,26,79,172,4,255,193,196,208,61,64,59,164,37,10","70","669a702db1122fc5150a13ce","5fd7782dee03dc08d3f3f491","669b4692b5cd9126ab099f18","1","0","0","false","3","37","","60912","{""Q0"":""Your statistical comprehension""}","","","","","","","","","","","","","","","","","",""
"","survey-text","37","646092","0.0-17.0","","140","255,90,26,224,18,175,165,212,200,137,197,10,212,39,170,245,69,211,26,79,172,4,255,193,196,208,61,64,59,164,37,10","70","669a702db1122fc5150a13ce","5fd7782dee03dc08d3f3f491","669b4692b5cd9126ab099f18","1","0","0","false","3","37","","6587","{""Q0"":""No""}","","","","","","","","","","","","","","","","","",""
"","instructions","38","657113","0.0-18.0","","140","255,90,26,224,18,175,165,212,200,137,197,10,212,39,170,245,69,211,26,79,172,4,255,193,196,208,61,64,59,164,37,10","70","669a702db1122fc5150a13ce","5fd7782dee03dc08d3f3f491","669b4692b5cd9126ab099f18","1","0","0","false","3","37","[{""page_index"":0,""viewing_time"":11020}]","11020","","","","","","","","","","","","","","","","","","",""
