"success","trial_type","trial_index","time_elapsed","internal_node_id","protocol_sum","subject_identifier","subject_sum","subject_pair","STUDY_ID","PROLIFIC_PID","SESSION_ID","practice_instructions","leaderboard_instructions","bonus","reveal_word","self_rating","confidence","view_history","rt","responses","question_order","correct","test_part","word","final_keyboard_state","num_clicks","points","cheat","position_RT","position","player","i_game","true_position","distance","last_word","response","stimulus","confidence_slider_self_response"
"true","fullscreen",0,6793,"0.0-0.0",NA,220,"155,219,42,246,121,146,4,162,153,198,3,153,75,142,64,14,75,31,214,37,239,219,116,6,108,200,105,254,228,44,157,243",110,"669eec2e4270c76bc184a38e","6674413950b63d47aa726af9","669fc492226fef443bc75e08",1,0,1,"false",1,89,"",NA,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"","instructions",1,16366,"0.0-1.0",NA,220,"155,219,42,246,121,146,4,162,153,198,3,153,75,142,64,14,75,31,214,37,239,219,116,6,108,200,105,254,228,44,157,243",110,"669eec2e4270c76bc184a38e","6674413950b63d47aa726af9","669fc492226fef443bc75e08",1,0,1,"false",1,89,"[{""page_index"":0,""viewing_time"":9569}]",9570.69999980927,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"","instructions",2,77310,"0.0-2.0-0.0",NA,220,"155,219,42,246,121,146,4,162,153,198,3,153,75,142,64,14,75,31,214,37,239,219,116,6,108,200,105,254,228,44,157,243",110,"669eec2e4270c76bc184a38e","6674413950b63d47aa726af9","669fc492226fef443bc75e08",1,0,1,"false",1,89,"[{""page_index"":0,""viewing_time"":60943.7999997139}]",60944.0999999046,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"","survey-multi-choice",3,106927,"0.0-2.0-1.0",NA,220,"155,219,42,246,121,146,4,162,153,198,3,153,75,142,64,14,75,31,214,37,239,219,116,6,108,200,105,254,228,44,157,243",110,"669eec2e4270c76bc184a38e","6674413950b63d47aa726af9","669fc492226fef443bc75e08",1,0,1,"false",1,89,"",29615.3000001907,"{""Q0"":""... reveal the word with as <b>few letter guesses</b> as possible""}","[0]","true","multichoice_nonpretend","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"","instructions",4,112721,"0.0-3.0",NA,220,"155,219,42,246,121,146,4,162,153,198,3,153,75,142,64,14,75,31,214,37,239,219,116,6,108,200,105,254,228,44,157,243",110,"669eec2e4270c76bc184a38e","6674413950b63d47aa726af9","669fc492226fef443bc75e08",1,0,1,"false",1,89,"[{""page_index"":0,""viewing_time"":5790.400000095367}]",5790.7000002861,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"","Hangman",5,263112,"0.0-4.0",NA,220,"155,219,42,246,121,146,4,162,153,198,3,153,75,142,64,14,75,31,214,37,239,219,116,6,108,200,105,254,228,44,157,243",110,"669eec2e4270c76bc184a38e","6674413950b63d47aa726af9","669fc492226fef443bc75e08",1,0,1,"false",1,89,"",NA,"","","","","ZEBRA","C,D,O,G,H,U,M,N,W,K,B,S,I,A,Z,E,R",17,3,"false",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"","instructions",6,302663,"0.0-5.0",NA,220,"155,219,42,246,121,146,4,162,153,198,3,153,75,142,64,14,75,31,214,37,239,219,116,6,108,200,105,254,228,44,157,243",110,"669eec2e4270c76bc184a38e","6674413950b63d47aa726af9","669fc492226fef443bc75e08",1,0,1,"false",1,89,"[{""page_index"":0,""viewing_time"":11640.400000095367},{""page_index"":1,""viewing_time"":27905.5}]",39547.8000001907,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"","survey-multi-choice",7,322646,"0.0-6.0",NA,220,"155,219,42,246,121,146,4,162,153,198,3,153,75,142,64,14,75,31,214,37,239,219,116,6,108,200,105,254,228,44,157,243",110,"669eec2e4270c76bc184a38e","6674413950b63d47aa726af9","669fc492226fef443bc75e08",1,0,1,"false",1,89,"",19980.3000001907,"{""Q0"":""...from <b>a previous session</b> that is not part of the upcoming tournament.""}","[0]","true","multichoice_leaderboard","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"","instructions",8,351983,"0.0-8.0",NA,220,"155,219,42,246,121,146,4,162,153,198,3,153,75,142,64,14,75,31,214,37,239,219,116,6,108,200,105,254,228,44,157,243",110,"669eec2e4270c76bc184a38e","6674413950b63d47aa726af9","669fc492226fef443bc75e08",1,0,1,"false",1,89,"[{""page_index"":0,""viewing_time"":29333.800000190735}]",29334.3000001907,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
"","survey-multi-choice",9,364742,"0.0-9.0",NA,220,"155,219,42,246,121,146,4,162,153,198,3,153,75,142,64,14,75,31,214,37,239,219,116,6,108,200,105,254,228,44,157,243",110,"669eec2e4270c76bc184a38e","6674413950b63d47aa726af9","669fc492226fef443bc75e08",1,0,1,"false",1,89,"",12757,"{""Q0"":""...players' leaderboard position (in terms of <b>points</b>) in an <b>upcoming tournament.</b>""}","[0]","true","multichoice_tournament","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA
